sample_id,sample_type,review_track,language,audit_id,finding_stable_id,card_object_id,field_path,flat_key,lv_source_value,de_reference_value,crowdin_target_value,luna_category,luna_severity,luna_reason,canonical_review_bucket,audit_status,audit_rationale,linked_to_staging
CTRL-fi-a5ea32f0,CONTROL,UNFLAGGED_CONTROL,fi,,,,,a1.card.a1-muessen.study.comparison[2].example,Ich will nach Hause.,Ich will nach Hause.,Ich will nach Hause.,,,,,CONTROL_POSSIBLE_MISSED_ERROR,Unflagged value identical to LV in non-international token; possible missed untranslated content.,
CTRL-fi-5d220a08,CONTROL,UNFLAGGED_CONTROL,fi,,,,,a1.card.a1-schwimmen.study.examples[1].native,viņš ļoti labi peld.,viņš ļoti labi peld.,Ta ujub väga hästi.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-fr-475c8248,CONTROL,UNFLAGGED_CONTROL,fr,,,,,a1.card.a1-morgen-study.study.examples[1].native,līdz rīt!,līdz rīt!,A demain !,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-fr-064330a5,CONTROL,UNFLAGGED_CONTROL,fr,,,,,a1.card.a1-es.study.examples[0].native,Līst.,Līst.,J'apprends l'allemand.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-hr-301e11d8,CONTROL,UNFLAGGED_CONTROL,hr,,,,,a1.card.a1-uhr.study.tip[0],Pulkstenis vai rokas pulkstenis. Arī laiks pulkstenī: Es ist acht Uhr.,Pulkstenis vai rokas pulkstenis. Arī laiks pulkstenī: Es ist acht Uhr.,Ura ali zapestna ura. In tudi ura: Es ist acht Uhr.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-hr-0c464d63,CONTROL,UNFLAGGED_CONTROL,hr,,,,,a1.card.a1-mal.study.explanation[0],Galvenā doma: das Mal nozīmē reizi kā notikumu vai gadījumu.,Galvenā doma: das Mal nozīmē reizi kā notikumu vai gadījumu.,"Ključna ideja: das Mal znači ""jednom"" kao događaj ili prilika.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-hu-c63ee05a,CONTROL,UNFLAGGED_CONTROL,hu,,,,,a1.card.a1-wer.study.important[0],"wer jautā tikai par personām, nekad par lietām.","wer jautā tikai par personām, nekad par lietām.","a wer csak személyekről kérdez, soha dolgokról.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-hu-9195e5be,CONTROL,UNFLAGGED_CONTROL,hu,,,,,a1.card.a1-wissen-study.study.examples[0].native,"Es zinu, kur viņš dzīvo.","Es zinu, kur viņš dzīvo.","Tudom, hol lakik.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-is-14f46dfe,CONTROL,UNFLAGGED_CONTROL,is,,,,,a1.card.a1-kein.study.important[0],"kein + lietvārds = 'nav nekāda/neviena X', ne 'nicht ein X'.","kein + lietvārds = 'nav nekāda/neviena X', ne 'nicht ein X'.","kein + nafnorð = ""engar/engir X"", ekki ""ekki ein X"".",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-is-2ed6b05c,CONTROL,UNFLAGGED_CONTROL,is,,,,,a1.card.a1-sehen.study.explanation[2],Skatīties apzināti bieži ir schauen vai ansehen.,Skatīties apzināti bieži ir schauen vai ansehen.,Teadlik vaatamine på saifili schauen voi ansehen.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-it-2d214f9c,CONTROL,UNFLAGGED_CONTROL,it,,,,,a1.card.a1-finden.study.explanation[3],"Ja runa ir par viedokli, tulko kā uzskatīt vai šķist.","Ja runa ir par viedokli, tulko kā uzskatīt vai šķist.","Se ciò avviene per viedokli, tulko kā uzskatīt vai šˈist.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-it-e478d9b7,CONTROL,UNFLAGGED_CONTROL,it,,,,,a1.card.a1-gefallen-study.study.comparison[0].example,Das gefällt mir. – Man tas patīk.,Das gefällt mir. – Man tas patīk.,Das gefällt mir. – Mi piace.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-lb-986594c2,CONTROL,UNFLAGGED_CONTROL,lb,,,,,a1.card.a1-sitzen.study.important[0],sitzen rāda stāvokli “sēdēt”.,sitzen rāda stāvokli “sēdēt”.,"sitzen weist op Zoustand ""sëtzen"".",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-lb-cfb5e583,CONTROL,UNFLAGGED_CONTROL,lb,,,,,a1.card.a1-baden.study.explanation[2],baden var nozīmēt arī mazgāties vannā.,baden var nozīmēt arī mazgāties vannā.,Bad war nozīmēt arī mazgāties vannā.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-lt-7c3fe62d,CONTROL,UNFLAGGED_CONTROL,lt,,,,,a1.card.a1-oder.study.important[0],oder lieto izvēlei: Kaffee oder Tee.,oder lieto izvēlei: Kaffee oder Tee.,oder vartojamas pasirinkimui: Kaffee oder Tee.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-lt-1e739dc9,CONTROL,UNFLAGGED_CONTROL,lt,,,,,a1.card.uebermorgen.native,parīt,übermorgen,poryt,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-mk-8ec40129,CONTROL,UNFLAGGED_CONTROL,mk,,,,,a1.card.a1-nehmen.study.important[0],Ich nehme den Bus latviski nozīmē “es braucu ar autobusu”.,Ich nehme den Bus latviski nozīmē “es braucu ar autobusu”.,Ich nehme den Bus во превод од латвиски значи „Возам автобус“.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-mk-d8a0799d,CONTROL,UNFLAGGED_CONTROL,mk,,,,,a1.card.a1-fernsehen-study.study.examples[0].native,Ko šodien rāda televīzijā?,Ko šodien rāda televīzijā?,Какво има по телевизията днес?,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-nb-7c4e98ce,CONTROL,UNFLAGGED_CONTROL,nb,,,,,a1.card.a1-ferien.study.important[1],Nepareizi: in der Ferien → Pareizi: in den Ferien,Nepareizi: in der Ferien → Pareizi: in den Ferien,Feil: in der Ferien → Riktig: in den Ferien,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-nb-64838541,CONTROL,UNFLAGGED_CONTROL,nb,,,,,a1.card.a1-ab.study.examples[1].native,no pirmdienas,no pirmdienas,God påske,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-nl-bcc52a24,CONTROL,UNFLAGGED_CONTROL,nl,,,,,a1.card.a1-moegen.study.examples[3].native,es gribētu kafiju.,es gribētu kafiju.,Es gribētu kafiju.,,,,,CONTROL_POSSIBLE_MISSED_ERROR,Unflagged value identical to LV in non-international token; possible missed untranslated content.,
CTRL-nl-3cfb83ca,CONTROL,UNFLAGGED_CONTROL,nl,,,,,a1.card.a1-mal.study.explanation[3],Nesarunāj ar sarunvalodas daļiņu mal (Komm mal her!) — tā ir cita nozīme.,Nesarunāj ar sarunvalodas daļiņu mal (Komm mal her!) — tā ir cita nozīme.,Verwar het niet met de conversatie-deeltje mal (Komm mal her!) — dat heeft een andere betekenis.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-nn-7c95bed8,CONTROL,UNFLAGGED_CONTROL,nn,,,,,a1.card.a1-laufen.study.comparison[3].meaning,darboties,darboties,Toimima,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-nn-816155b1,CONTROL,UNFLAGGED_CONTROL,nn,,,,,a1.card.a1-liegen.study.comparison[1].meaning,nolikt,nolikt,Panem,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-pl-767a9d2b,CONTROL,UNFLAGGED_CONTROL,pl,,,,,a1.card.a1-lassen.study.comparison[3].example,Gib mir das Buch.,Gib mir das Buch.,Daj mi książkę.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-pl-1d8844f6,CONTROL,UNFLAGGED_CONTROL,pl,,,,,a1.card.a1-etwas.study.comparison[1].example,Willst du was trinken? = Vai gribi kaut ko dzert?,Willst du was trinken? = Vai gribi kaut ko dzert?,Willst du was trinken? = Chcesz coś pić?,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-pt-8b318de0,CONTROL,UNFLAGGED_CONTROL,pt,,,,,a1.card.a1-sagen-study.study.important[0],sagen = pateikt.,sagen = pateikt.,sagen = dizer.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-pt-01273367,CONTROL,UNFLAGGED_CONTROL,pt,,,,,a1.card.a1-seite.study.explanation[5],Daudzskaitlī abām nozīmēm: die Seiten.,Daudzskaitlī abām nozīmēm: die Seiten.,Daudzskaitlī abām nozīmēm: as páginas.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-ro-30b58937,CONTROL,UNFLAGGED_CONTROL,ro,,,,,a1.card.kleidung.native,apģērbs,Kleidung,Îmbrăcăminte,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-ro-001a4758,CONTROL,UNFLAGGED_CONTROL,ro,,,,,a1.card.a1-laden-study.study.tip[0],der Laden ar lielo burtu — lietvārds (veikals).,der Laden ar lielo burtu — lietvārds (veikals).,Der Laden cu majuscule - substantiv (magazin).,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-ru-de4c1f83,CONTROL,UNFLAGGED_CONTROL,ru,,,,,a1.card.a1-stehen.study.translation,stāvēt,stāvēt,Стоять,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-ru-b99bbeb5,CONTROL,UNFLAGGED_CONTROL,ru,,,,,a1.card.a1-aus.study.comparison[0].example,aus dem Haus – no mājas,aus dem Haus – no mājas,aus dem Haus – Из дома,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sk-758c21c2,CONTROL,UNFLAGGED_CONTROL,sk,,,,,a1.card.a1-eis.study.explanation[1],"Ja runa ir par aukstu sasalušu ūdeni, latviski parasti saka ledus.","Ja runa ir par aukstu sasalušu ūdeni, latviski parasti saka ledus.","Keď sa hovorí o studenej, zamrznutej vode, lotyščina zvyčajne hovorí „ľad“.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sk-8e5fc9d3,CONTROL,UNFLAGGED_CONTROL,sk,,,,,a1.card.a1-kosten.study.explanation[3],Latviešu vārds maksāt šajā kontekstā ir pareizs: Das kostet 5 Euro. = Tas maksā 5 eiro.,Latviešu vārds maksāt šajā kontekstā ir pareizs: Das kostet 5 Euro. = Tas maksā 5 eiro.,V tomto kontexte je lotyšské slovo pre „platiť“ správne: Das kostet 5 Euro. = Stojí to 5 eur.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sl-d2da49af,CONTROL,UNFLAGGED_CONTROL,sl,,,,,a1.card.a1-huebsch.study.comparison[1].meaning,skaists • patīkams,skaists • patīkams,lep • prijeten,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sl-c954bd25,CONTROL,UNFLAGGED_CONTROL,sl,,,,,a1.card.a1-sitzen.study.important[1],"Apsēsties ir sich setzen, nevis sitzen.","Apsēsties ir sich setzen, nevis sitzen.","Usesti je sich setzen, ne sitzen.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sq-11bc4527,CONTROL,UNFLAGGED_CONTROL,sq,,,,,a1.card.a1-bringen.study.important[0],nehmen nozīmē ņemt.,nehmen nozīmē ņemt.,Trego rrugën për te dikush ose diku.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sq-1d438f85,CONTROL,UNFLAGGED_CONTROL,sq,,,,,a1.card.a1-mit.study.comparison[2].meaning,pie / pie kāda,pie / pie kāda,Në ambientin e dikujt,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sr-cc61d18e,CONTROL,UNFLAGGED_CONTROL,sr,,,,,a1.card.a1-morgen.study.tip[0],"Mazais morgen = rīt (Ich komme morgen). der Morgen ar lielo burtu = rīts (Guten Morgen!, am Morgen).","Mazais morgen = rīt (Ich komme morgen). der Morgen ar lielo burtu = rīts (Guten Morgen!, am Morgen).","Little morgen = утре (Ich komme morgen). der Morgen с главна буква = сутрин (Guten Morgen!, am Morgen).",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sr-a2b4b790,CONTROL,UNFLAGGED_CONTROL,sr,,,,,a1.card.a1-ueber.study.explanation[3],Kustībā über var nozīmēt pāri.,Kustībā über var nozīmēt pāri.,"В движението ""uber"" може да означава ""края"".",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sv-8f7d1c9a,CONTROL,UNFLAGGED_CONTROL,sv,,,,,a1.card.a1-etwas.study.explanation[1],Ich habe etwas gesehen. — Es kaut ko redzēju.,Ich habe etwas gesehen. — Es kaut ko redzēju.,"Kui etwas asendab tundmatut asja, öeldakse eesti keeles tavaliselt midagi.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-sv-37de7c0e,CONTROL,UNFLAGGED_CONTROL,sv,,,,,a1.card.a1-besuch.study.comparison[0].example,Danke für deinen Besuch. – Paldies par tavu apciemojumu.,Danke für deinen Besuch. – Paldies par tavu apciemojumu.,Danke für deinen Besuch. – Tack för ditt besök.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-tr-0bba718e,CONTROL,UNFLAGGED_CONTROL,tr,,,,,a1.card.a1-lassen.study.explanation[3],Sarunās ļoti bieža forma ir Lass mich! = Liec mani mierā! vai Ļauj man!,Sarunās ļoti bieža forma ir Lass mich! = Liec mani mierā! vai Ļauj man!,Konuşmada çok yaygın bir biçim Lass mich'tir! = Beni rahat bırak! ya da İzin ver!,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-tr-7b7f6b05,CONTROL,UNFLAGGED_CONTROL,tr,,,,,a1.card.a1-wetter.study.explanation[1],"Latviešu vārds „laiks” var nozīmēt gan laikapstākļus, gan laiku pulkstenī — vāciski tas ir atšķirīgi.","Latviešu vārds „laiks” var nozīmēt gan laikapstākļus, gan laiku pulkstenī — vāciski tas ir atšķirīgi.","Letonca ""laiks"" kelimesi hem hava durumu hem de saatin saati anlamına gelebilir • Almanca'da ise durum farklıdır.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-uk-b0d4f663,CONTROL,UNFLAGGED_CONTROL,uk,,,,,a1.card.a1-sehen.study.comparison[2].meaning,apskatīt / skatīties,apskatīt / skatīties,переглянути / подивитися,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-uk-4ac9f2c3,CONTROL,UNFLAGGED_CONTROL,uk,,,,,a1.card.a1-an.study.comparison[0].meaning,pie virsmas vai malas,pie virsmas vai malas,на поверхні або краю,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
SRC-LV-096581d14538008f,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,da|es|et|fi|fr|gr|hu|lt|ro|ru|sl,,,fragen|idx:197,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-cf998081007fb41f,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,uk,,,essen|idx:690,lv; study.translation; study.explanation; study.examples; study.tip; study.important,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-2a585ac7082e809f,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,da,,,was|idx:644,lv/study,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-5cef54913d9ed5c7,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,gr,,,Geschichte|idx:233,lv and study,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-8f99cd4a4abc355b,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,da|es|et|fi|fr|gr|hu|lt|ro|ru|sk|sl,,,Flasche|idx:190,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-413865878a6bed3c,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,hr,,,wissen|idx:311,study,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-e76509c679b0b8ab,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bg|lt|nb|ro|tr|uk,,,Weg|idx:647,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-bf86bd55826022fc,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bs,,,Gemüse|idx:692,"lv, study.explanation, study.examples, study.tip, study.important",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-4d43db986118d68a,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bs|da|es|et|fi|mk|ru|sk|sv,,,Arm|idx:44,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-ba00809376346164,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,fi,,,stehen|idx:576,lv/study,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-a40fbfad80b4c9b4,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,gr,,,Reis|idx:496,"lv, study.translation, study.examples, study.important",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-9c04e88e3ae26ca3,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,sk|sv|tr,,,mit|idx:408,"lv, study",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-e49916dbfba8239f,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,es,,,euch|idx:170,study.explanation,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-472fa4f534f01eb6,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,hu|sr,,,Reis|idx:496,lv; study.examples; study.important,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-88fe956e7828c031,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,lt,,,fernsehen|idx:687,"lv, study.translation, study.explanation, study.examples",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-3246c9c150bb9787,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,da,,,auch|idx:48,"lv, study.examples",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-8eb688ff873850d6,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bs|cs|fr|hu|lt|sl|tr,,,dürfen|idx:150,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-a383865bbd24c389,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,en|et|gr|hu|lt|mk|pl|ro|ru|sl|uk,,,Abendessen|idx:19,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-dc9d9c872ddd2e15,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,sv,,,ob|idx:457,"lv, study.explanation, study.examples.lv, study.important, study.comparison",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-094be88589a90d85,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,da,,,hübsch|idx:288,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-5ccea89fe5366a83,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bg|lt|nb|ro|tr|uk,,,wieder|idx:661,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-84e1602ed5c178a2,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,mk,,,Uhr|idx:698,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-bfd43a1fb62e9fec,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,es|fi|pl|ro|ru,,,kommen|idx:318,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-9857df8e25f252d0,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,da,,,im|idx:293,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-b2cce8b24d7989cb,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,cs|et|lt|mk|pl|sq,,,rot|idx:499,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-9c8f2f8f373d644a,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,cs|da|en|et|pl,,,Kopf|idx:342,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-7c6368a203b2320a,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,cs|et|lt|mk|pl|sq,,,sauber|idx:508,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-b8d29b75d2b6e08b,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,cs|et|ru,,,wer|idx:656,"lv, study",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-db45ca90da527da9,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bs|cs|fr|hu|lt|sl|tr,,,E-Mail|idx:159,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-e4bf16587fa49fd2,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,cs|da|et|ru|sk|sv,,,Student|idx:581,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-5da3e0a90ff0e6cf,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,uk,,,geben|idx:223,"lv, study.translation, study.comparison",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-ddb500037c058278,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,da|es|et|fi|fr|gr|hu|lt|ro|ru|sl,,,Freundin|idx:202,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-2450ca0e2f218644,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bs,,,Ferien|idx:694,"lv, study.explanation, study.examples, study.comparison, study.tip, study.important",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-37887a9a8110b3ab,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,pl,,,natürlich|idx:433,"lv, study.translation, study.explanation, study.examples.lv",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-6365284e37a14b47,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,pl,,,Seite|idx:544,lv; study.translation; study.explanation; study.examples; study.tip; study.important,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-781f6e717517a708,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bs|pl,,,baden|idx:68,"lv, study",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-23e67bc4d5f23afe,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bg|da|es|et|fi|gr|hu|lt|mk|pl|sk|sl|sv|uk,,,Blume|idx:104,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-d50b5247e0895efe,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,hr,,,neu|idx:439,"lv, study.translation, study.explanation, study.examples, study.tip, study.important",,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-39457d29f89e28f8,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,es|fi|mk|pl|ro|ru,,,Hose|idx:325,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-998b51b8ad2f4452,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,cs|da|et|ru|sk|sv,,,teuer|idx:596,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-6faab71c65dd62b1,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,cs|et|lt|mk|pl|sq,,,schneien|idx:518,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-b019d2b06e85ca85,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,bg|cs|en|es|et|fi|fr|hr|pl|uk,,,Sprache|idx:574,lv,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
SRC-LV-f873b5be30f90459,SOURCE_LV_CLUSTER,SOURCE_LV_REVIEW,nl,,,Besuch|idx:87,lv; study.translation; study.examples.lv; study.explanation,,,,,,,,,FALSE_POSITIVE,Linked target differs from LV reference; Luna SOURCE_LV_ISSUE may be overstated for this cluster.,
